,area,conf,institution,name,numauthors,number,pageCount,startPage,title,volume,year,region,from_hessen
40755,cvpr,CVPR,Max Planck Institute,Hans-Peter Seidel,6,0,8,627,Relighting objects from image collections.,0,2009,europe,False
40756,iccv,ICCV,Max Planck Institute,Hans-Peter Seidel,4,0,8,963,A probabilistic framework for partial intrinsic symmetries in geometric data.,0,2009,europe,False
40757,iccv,ICCV,Max Planck Institute,Hans-Peter Seidel,4,0,8,1428,Stabilizing motion tracking using retrieved motion priors.,0,2009,europe,False
40762,cvpr,CVPR,Max Planck Institute,Hans-Peter Seidel,4,0,8,1586,Exploiting global connectivity constraints for reconstruction of 3D line segments from images.,0,2010,europe,False
40763,cvpr,CVPR,Max Planck Institute,Hans-Peter Seidel,5,0,8,1823,Multilinear pose and body shape estimation of dressed subjects from image sets.,0,2010,europe,False
40764,cvpr,CVPR,Max Planck Institute,Hans-Peter Seidel,6,0,8,663,Multisensor-fusion for 3D full-body human motion capture.,0,2010,europe,False
40777,cvpr,CVPR,Max Planck Institute,Hans-Peter Seidel,4,0,8,353,Three-dimensional kaleidoscopic imaging.,0,2011,europe,False
40778,cvpr,CVPR,Max Planck Institute,Hans-Peter Seidel,4,0,8,1921,Wavelet belief propagation for large scale inference problems.,0,2011,europe,False
40781,iccv,ICCV,Max Planck Institute,Hans-Peter Seidel,7,0,8,1243,Outdoor human motion capture using inverse kinematics and von mises-fisher sampling.,0,2011,europe,False
40794,cvpr,CVPR,Max Planck Institute,Hans-Peter Seidel,6,0,8,89,Discovering the Structure of a Planar Mirror System from Multiple Observations of a Single Point.,0,2013,europe,False
40795,iccv,ICCV,Max Planck Institute,Hans-Peter Seidel,5,0,8,2848,Fast Face Detector Training Using Tailored Views.,0,2013,europe,False
40815,cvpr,CVPR,Max Planck Institute,Hans-Peter Seidel,7,0,10,3720,Towards a Quality Metric for Dense Light Fields.,0,2017,europe,False
60901,kdd,KDD,Max Planck Institute,Krishna P. Gummadi,5,0,10,1799,On the Reliability of Profile Matching Across Large Online Social Networks.,0,2015,europe,False
60905,nips,NIPS,Max Planck Institute,Krishna P. Gummadi,5,0,11,228,From Parity to Preference-based Notions of Fairness in Classification.,0,2017,europe,False
60906,www,WWW,Max Planck Institute,Krishna P. Gummadi,4,0,10,1171,Fairness Beyond Disparate Treatment & Disparate Impact: Learning Classification without Disparate Mistreatment.,0,2017,europe,False
60907,www,WWW,Max Planck Institute,Krishna P. Gummadi,4,0,10,837,Optimizing the Recency-Relevancy Trade-off in Online News Recommendations.,0,2017,europe,False
60908,aaai,AAAI,Max Planck Institute,Krishna P. Gummadi,4,0,10,51,Beyond Distributive Fairness in Algorithmic Decision Making: Feature Selection for Procedurally Fair Learning.,0,2018,europe,False
60909,icml,ICML,Max Planck Institute,Krishna P. Gummadi,6,0,10,2635,Blind Justice: Fairness with Encrypted Sensitive Attributes.,0,2018,europe,False
60913,nips,NeurIPS,Max Planck Institute,Krishna P. Gummadi,4,0,11,1273,Fairness Behind a Veil of Ignorance: A Welfare Analysis for Automated Decision Making.,0,2018,europe,False
60915,www,WWW,Max Planck Institute,Krishna P. Gummadi,4,0,10,903,Human Perceptions of Fairness in Algorithmic Decision Making: A Case Study of Criminal Risk Prediction.,0,2018,europe,False
61661,acl,ACL,Max Planck Institute,Kurt Mehlhorn,3,0,-1,-1,A Polynomial-Time Fragment of Dominance Constraints.,0,2000,europe,False
67683,icml,ICML,Max Planck Institute,Manuel Gomez-Rodriguez,3,0,8,561,Uncovering the Temporal Dynamics of Diffusion Networks.,0,2011,europe,False
67684,icml,ICML,Max Planck Institute,Manuel Gomez-Rodriguez,2,0,-1,-1,Influence Maximization in Continuous Time Diffusion Networks.,0,2012,europe,False
67685,icml,ICML,Max Planck Institute,Manuel Gomez-Rodriguez,2,0,-1,-1,Submodular Inference of Diffusion Networks from Multiple Trees.,0,2012,europe,False
67693,nips,NIPS,Max Planck Institute,Manuel Gomez-Rodriguez,5,0,9,397,Learning and Forecasting Opinion Dynamics in Social Networks.,0,2016,europe,False
67698,www,WWW,Max Planck Institute,Manuel Gomez-Rodriguez,3,0,10,1421,Modeling the Dynamics of Learning Activity on the Web.,0,2017,europe,False
67699,www,WWW,Max Planck Institute,Manuel Gomez-Rodriguez,2,0,10,659,On the Causal Effect of Badges.,0,2018,europe,False
73822,aaai,AAAI,Max Planck Institute,Michael J. Black,2,0,7,1060,Constraints for the Early Detection of Discontinuity from Motion.,0,1990,europe,False
73823,cvpr,CVPR,Max Planck Institute,Michael J. Black,2,0,7,296,Robust dynamic motion estimation over time.,0,1991,europe,False
73824,eccv,ECCV,Max Planck Institute,Michael J. Black,1,0,9,485,Combining Intensity and Motion for Incremental Segmentation and Tracking Over Long Image Sequences.,0,1992,europe,False
73825,iccv,ICCV,Max Planck Institute,Michael J. Black,2,0,6,231,A framework for the robust estimation of optical flow.,0,1993,europe,False
73828,eccv,ECCV (1),Max Planck Institute,Michael J. Black,1,0,8,138,Recursive Non-Linear Estimation of Discontinuous Flow Fields.,0,1994,europe,False
73829,iccv,ICCV,Max Planck Institute,Michael J. Black,2,0,8,374,Tracking and Recognizing Rigid and Non-Rigid Facial Motions Using Local Parametric Models of Image Motion.,0,1995,europe,False
73832,cvpr,CVPR,Max Planck Institute,Michael J. Black,4,0,7,595,Analysis of Gesture and Action in Technical Talks for Video Indexing.,0,1997,europe,False
73837,iccv,ICCV,Max Planck Institute,Michael J. Black,2,0,8,120,Parameterized Modeling and Recognition of Activities.,0,1998,europe,False
73838,cvpr,CVPR,Max Planck Institute,Michael J. Black,1,0,7,1326,Explaining Optical Flow Events with Parameterized Spatio-Temporal Models.,0,1999,europe,False
73841,nips,NIPS,Max Planck Institute,Michael J. Black,4,0,7,894,Learning and Tracking Cyclic Human Motion.,0,2000,europe,False
73842,cvpr,CVPR (2),Max Planck Institute,Michael J. Black,2,0,8,643,Dynamic Coupled Component Analysis.,0,2001,europe,False
73843,iccv,ICCV,Max Planck Institute,Michael J. Black,2,0,8,709,Learning Image Statistics for Bayesian Tracking.,0,2001,europe,False
73844,iccv,ICCV,Max Planck Institute,Michael J. Black,2,0,8,362,Robust Principal Component Analysis for Computer Vision.,0,2001,europe,False
73845,nips,NIPS,Max Planck Institute,Michael J. Black,5,0,8,213,Probabilistic Inference of Hand Motion from Neural Activity in Motor Cortex.,0,2001,europe,False
73847,eccv,ECCV (1),Max Planck Institute,Michael J. Black,2,0,16,476,Automatic Detection and Tracking of Human Motion with a View-Based Representation.,0,2002,europe,False
73849,eccv,ECCV (4),Max Planck Institute,Michael J. Black,2,0,17,653,Robust Parameterized Component Analysis.,0,2002,europe,False
73850,nips,NIPS,Max Planck Institute,Michael J. Black,7,0,8,117,Neural Decoding of Cursor Motion Using a Kalman Filter.,0,2002,europe,False
73851,iccv,ICCV,Max Planck Institute,Michael J. Black,3,0,8,840,Image Statistics and Anisotropic Diffusion.,0,2003,europe,False
73855,cvpr,CVPR (2),Max Planck Institute,Michael J. Black,2,0,8,860,Fields of Experts: A Framework for Learning Image Priors.,0,2005,europe,False
73856,iccv,ICCV,Max Planck Institute,Michael J. Black,2,0,8,42,On the Spatial Statistics of Optical Flow.,0,2005,europe,False
73858,cvpr,CVPR (1),Max Planck Institute,Michael J. Black,2,0,8,758,An Adaptive Appearance Model Approach for Model-based Articulated Object Tracking.,0,2006,europe,False
73860,cvpr,CVPR (2),Max Planck Institute,Michael J. Black,2,0,8,1869,Specular Flow and the Recovery of Surface Structure.,0,2006,europe,False
73864,iccv,ICCV,Max Planck Institute,Michael J. Black,6,0,8,1,A Database and Evaluation Methodology for Optical Flow.,0,2007,europe,False
73866,iccv,ICCV,Max Planck Institute,Michael J. Black,2,0,8,1,Steerable Random Fields.,0,2007,europe,False
73868,eccv,ECCV (2),Max Planck Institute,Michael J. Black,2,0,15,15,The Naked Truth: Estimating Body Shape Under Clothing.,0,2008,europe,False
73869,eccv,ECCV (3),Max Planck Institute,Michael J. Black,4,0,15,83,Learning Optical Flow.,0,2008,europe,False
73870,iccv,ICCV,Max Planck Institute,Michael J. Black,4,0,8,1381,Estimating human shape and pose from a single image.,0,2009,europe,False
73872,cvpr,CVPR,Max Planck Institute,Michael J. Black,4,0,8,639,Contour people: A parameterized model of 2D articulated human shape.,0,2010,europe,False
73873,cvpr,CVPR,Max Planck Institute,Michael J. Black,3,0,8,2432,Secrets of optical flow estimation and their principles.,0,2010,europe,False
73874,cvpr,CVPR,Max Planck Institute,Michael J. Black,3,0,8,747,Tracking people interacting with objects.,0,2010,europe,False
73875,eccv,ECCV (1),Max Planck Institute,Michael J. Black,3,0,14,285,A 2D Human Body Model Dressed in Eigen Clothing.,0,2010,europe,False
73877,iccv,ICCV,Max Planck Institute,Michael J. Black,3,0,8,1951,Home 3D body scans from noisy image and range data.,0,2011,europe,False
73878,cvpr,CVPR,Max Planck Institute,Michael J. Black,3,0,8,3546,From Pictorial Structures to deformable structures.,0,2012,europe,False
73880,eccv,ECCV (1),Max Planck Institute,Michael J. Black,2,0,14,1,Lie Bodies: A Manifold Representation of 3D Human Shape.,0,2012,europe,False
73881,eccv,ECCV (6),Max Planck Institute,Michael J. Black,4,0,15,611,A Naturalistic Open Source Movie for Optical Flow Evaluation.,0,2012,europe,False
73882,eccv,ECCV (6),Max Planck Institute,Michael J. Black,4,0,14,242,Coregistration: Simultaneous Alignment and Modeling of Articulated 3D Shape.,0,2012,europe,False
73883,nips,NIPS,Max Planck Institute,Michael J. Black,3,0,9,2033,A Geometric take on Metric Learning.,0,2012,europe,False
73887,iccv,ICCV,Max Planck Institute,Michael J. Black,4,0,8,3312,Estimating Human Pose with Flowing Puppets.,0,2013,europe,False
73888,iccv,ICCV,Max Planck Institute,Michael J. Black,5,0,8,3192,Towards Understanding Action Recognition.,0,2013,europe,False
73889,cvpr,CVPR,Max Planck Institute,Michael J. Black,4,0,8,3794,FAUST: Dataset and Evaluation for 3D Mesh Registration.,0,2014,europe,False
73891,cvpr,CVPR,Max Planck Institute,Michael J. Black,3,0,8,1378,Model Transport: Towards Scalable Transfer Learning on Manifolds.,0,2014,europe,False
73893,eccv,ECCV (2),Max Planck Institute,Michael J. Black,3,0,16,360,Intrinsic Video.,0,2014,europe,False
73894,eccv,ECCV (6),Max Planck Institute,Michael J. Black,2,0,17,236,Modeling Blurred Video with Layers.,0,2014,europe,False
73895,eccv,ECCV (7),Max Planck Institute,Michael J. Black,2,0,16,154,OpenDR: An Approximate Differentiable Renderer.,0,2014,europe,False
73899,cvpr,CVPR,Max Planck Institute,Michael J. Black,2,0,11,120,Efficient sparse-to-dense optical flow estimation using a learned basis and layers.,0,2015,europe,False
73901,cvpr,CVPR,Max Planck Institute,Michael J. Black,2,0,10,3537,The stitched puppet: A graphical model of 3D human shape and pose.,0,2015,europe,False
73902,iccv,ICCV,Max Planck Institute,Michael J. Black,4,0,9,2300,Detailed Full-Body Reconstructions of Moving People from Monocular RGB-D Sequences.,0,2015,europe,False
73903,iccv,ICCV,Max Planck Institute,Michael J. Black,2,0,9,3514,Intrinsic Depth: Improving Depth Transfer with Intrinsic Images.,0,2015,europe,False
73907,cvpr,CVPR,Max Planck Institute,Michael J. Black,4,0,10,3889,Optical Flow with Semantic Segmentation and Localized Layers.,0,2016,europe,False
73908,cvpr,CVPR,Max Planck Institute,Michael J. Black,3,0,10,3280,"Patches, Planes and Probabilities: A Non-Local Prior for Volumetric 3D Reconstruction.",0,2016,europe,False
73909,cvpr,CVPR,Max Planck Institute,Michael J. Black,3,0,10,3899,Video Segmentation via Object Flow.,0,2016,europe,False
73910,eccv,ECCV (5),Max Planck Institute,Michael J. Black,6,0,18,561,Keep It SMPL: Automatic Estimation of 3D Human Pose and Shape from a Single Image.,0,2016,europe,False
73913,cvpr,CVPR,Max Planck Institute,Michael J. Black,4,0,9,1591,Deep Representation Learning for Human Motion Prediction and Classification.,0,2017,europe,False
73914,cvpr,CVPR,Max Planck Institute,Michael J. Black,4,0,10,5484,"Detailed, Accurate, Human Shape Estimation from Clothed 3D Scan Sequences.",0,2017,europe,False
73915,cvpr,CVPR,Max Planck Institute,Michael J. Black,4,0,10,5573,Dynamic FAUST: Registering Human Bodies in Motion.,0,2017,europe,False
73917,cvpr,CVPR,Max Planck Institute,Michael J. Black,3,0,10,4674,On Human Motion Prediction Using Recurrent Neural Networks.,0,2017,europe,False
73918,cvpr,CVPR,Max Planck Institute,Michael J. Black,2,0,10,2720,Optical Flow Estimation Using a Spatial Pyramid Network.,0,2017,europe,False
73919,cvpr,CVPR,Max Planck Institute,Michael J. Black,3,0,10,6911,Optical Flow in Mostly Rigid Scenes.,0,2017,europe,False
73920,cvpr,CVPR,Max Planck Institute,Michael J. Black,3,0,10,4531,Semantic Multi-view Stereo: Jointly Estimating Objects and Voxels.,0,2017,europe,False
73921,cvpr,CVPR,Max Planck Institute,Michael J. Black,5,0,11,1406,Slow Flow: Exploiting High-Speed Cameras for Accurate and Diverse Optical Flow Reference Data.,0,2017,europe,False
73922,cvpr,CVPR,Max Planck Institute,Michael J. Black,6,0,10,4704,Unite the People: Closing the Loop Between 3D and 2D Human Representations.,0,2017,europe,False
73928,cvpr,CVPR,Max Planck Institute,Michael J. Black,3,0,9,3955,"Lions and Tigers and Bears: Capturing Non-Rigid, 3D, Articulated Shape From Images.",0,2018,europe,False
73929,eccv,ECCV (10),Max Planck Institute,Michael J. Black,5,0,18,614,Recovering Accurate 3D Human Pose in the Wild Using IMUs and a Moving Camera.,0,2018,europe,False
73930,eccv,ECCV (16),Max Planck Institute,Michael J. Black,5,0,19,713,Unsupervised Learning of Multi-Frame Optical Flow with Occlusions.,0,2018,europe,False
73931,eccv,ECCV (3),Max Planck Institute,Michael J. Black,4,0,17,725,Generating 3D Faces Using Convolutional Mesh Autoencoders.,0,2018,europe,False
95366,aaai,AAAI,Max Planck Institute,Rupak Majumdar,4,0,8,245,Synthesis of Geometry Proof Problems.,0,2014,europe,False
109892,icml,ICML,Max Planck Institute,Thomas Lengauer,4,0,8,56,Multi-task learning for HIV therapy screening.,0,2008,europe,False
2595,www,WWW,LMU Munich,Albrecht Schmidt 0001,2,0,9,745,Visitor awareness in the web.,0,2001,europe,False
2599,www,WWW,LMU Munich,Albrecht Schmidt 0001,3,0,10,203,Knowing the user's every move: user activity tracking for website usability evaluation and implicit interaction.,0,2006,europe,False
6358,aaai,AAAI/IAAI,LMU Munich,Andreas Butz,1,0,6,957,Animation with CATHI.,0,1997,europe,False
28292,www,WWW,LMU Munich,Dirk Beyer 0001,3,0,12,148,Web service interfaces.,0,2005,europe,False
40649,kdd,KDD,LMU Munich,Hans-Peter Kriegel,3,0,6,94,A Database Interface for Clustering in Large Spatial Databases.,0,1995,europe,False
40651,kdd,KDD,LMU Munich,Hans-Peter Kriegel,4,0,6,226,A Density-Based Algorithm for Discovering Clusters in Large Spatial Databases with Noise.,0,1996,europe,False
40653,kdd,KDD,LMU Munich,Hans-Peter Kriegel,4,0,6,10,Density-Connected Sets and their Application for Trend Detection in Spatial Databases.,0,1997,europe,False
40659,kdd,KDD,LMU Munich,Hans-Peter Kriegel,4,0,7,44,Algorithms for Characterization and Trend Detection in Spatial Databases.,0,1998,europe,False
40669,kdd,KDD,LMU Munich,Hans-Peter Kriegel,3,0,10,179,Towards an effective cooperation of the user and the computer for classification.,0,2000,europe,False
40675,kdd,KDD,LMU Munich,Hans-Peter Kriegel,3,0,10,249,"Web site mining: a new way to spot competitors, customers and suppliers in the world wide web.",0,2002,europe,False
40678,icml,ICML,LMU Munich,Hans-Peter Kriegel,5,0,8,1004,Dirichlet enhanced relational learning.,0,2005,europe,False
40680,kdd,KDD,LMU Munich,Hans-Peter Kriegel,2,0,6,672,Density-based clustering of uncertain data.,0,2005,europe,False
40681,icml,ICML,LMU Munich,Hans-Peter Kriegel,4,0,8,1089,Collaborative ordinal regression.,0,2006,europe,False
40683,kdd,KDD,LMU Munich,Hans-Peter Kriegel,5,0,10,4,Deriving quantitative models for correlation clusters.,0,2006,europe,False
40684,kdd,KDD,LMU Munich,Hans-Peter Kriegel,5,0,10,464,Supervised probabilistic principal component analysis.,0,2006,europe,False
40685,kdd,KDD,LMU Munich,Hans-Peter Kriegel,3,0,9,444,Angle-based outlier detection in high-dimensional data.,0,2008,europe,False
40687,kdd,KDD,LMU Munich,Hans-Peter Kriegel,5,0,10,119,Probabilistic frequent itemset mining in uncertain databases.,0,2009,europe,False
40691,icml,ICML,LMU Munich,Hans-Peter Kriegel,3,0,8,809,A Three-Way Model for Collective Learning on Multi-Relational Data.,0,2011,europe,False
40694,www,WWW,LMU Munich,Hans-Peter Kriegel,3,0,10,271,Factorizing YAGO: scalable machine learning for linked data.,0,2012,europe,False
40696,kdd,KDD,LMU Munich,Hans-Peter Kriegel,3,0,10,871,SigniTrend: scalable detection of emerging topics in textual streams by hashed significance thresholds.,0,2014,europe,False
72169,ijcai,IJCAI,LMU Munich,Matthias Schubert,2,0,7,4822,Dynamic Resource Routing using Real-Time Dynamic Programming.,0,2018,europe,False
110192,iccv,ICCV,LMU Munich,Thomas Seidl 0001,4,0,8,1754,Modeling image similarity by Gaussian mixture models and the Signature Quadratic Form Distance.,0,2011,europe,False
110195,kdd,KDD,LMU Munich,Thomas Seidl 0001,4,0,9,1258,Mining coherent subgraphs in multi-layer graphs with edge labels.,0,2012,europe,False
110196,kdd,KDD,LMU Munich,Thomas Seidl 0001,3,0,9,132,Multi-view clustering using mixture models in subspace projections.,0,2012,europe,False
110197,kdd,KDD,LMU Munich,Thomas Seidl 0001,4,0,9,352,Subspace correlation clustering: finding locally correlated dimensions in subspace projections of the data.,0,2012,europe,False
110199,kdd,KDD,LMU Munich,Thomas Seidl 0001,4,0,10,253,SMVC: semi-supervised multi-view clustering in subspace projections.,0,2014,europe,False
115789,nips,NIPS,LMU Munich,Volker Tresp,1,0,7,306,A Neural Network Approach for Three-Dimensional Object Recognition.,0,1990,europe,False
115790,nips,NIPS,LMU Munich,Volker Tresp,3,0,8,659,Neural Control for Rolling Mills: Incorporating Domain Theories to Overcome Data Deficiency.,0,1991,europe,False
115791,nips,NIPS,LMU Munich,Volker Tresp,3,0,8,871,Network Structuring and Training Using Rule-Based Knowledge.,0,1992,europe,False
115792,nips,NIPS,LMU Munich,Volker Tresp,2,0,8,393,Some Solutions to the Missing Feature Problem in Vision.,0,1992,europe,False
115793,nips,NIPS,LMU Munich,Volker Tresp,3,0,8,128,Training Neural Networks with Deficient Data.,0,1993,europe,False
115794,nips,NIPS,LMU Munich,Volker Tresp,2,0,8,419,Combining Estimators Using Non-Constant Weighting Functions.,0,1994,europe,False
115795,nips,NIPS,LMU Munich,Volker Tresp,3,0,8,689,Efficient Methods for Dealing with Missing Data in Supervised Learning.,0,1994,europe,False
115796,nips,NIPS,LMU Munich,Volker Tresp,2,0,7,500,Discovering Structure in Continuous Variables Using Bayesian Networks.,0,1995,europe,False
115797,nips,NIPS,LMU Munich,Volker Tresp,2,0,7,542,Improved Gaussian Mixture Density Estimates Using Bayesian Penalty Terms and Network Averaging.,0,1995,europe,False
115798,nips,NIPS,LMU Munich,Volker Tresp,3,0,7,669,Early Brain Damage.,0,1996,europe,False
115799,nips,NIPS,LMU Munich,Volker Tresp,2,0,7,971,A Solution for Missing Data in Recurrent Neural Networks with an Application to Blood Glucose Prediction.,0,1997,europe,False
115800,nips,NIPS,LMU Munich,Volker Tresp,2,0,7,521,Nonlinear Markov Networks for Continuous Variables.,0,1997,europe,False
115801,nips,NIPS,LMU Munich,Volker Tresp,2,0,7,889,Call-Based Fraud Detection in Mobile Communication Networks Using a Hierarchical Regime-Switching Model.,0,1998,europe,False
115802,nips,NIPS,LMU Munich,Volker Tresp,2,0,7,403,Fisher Scoring and a Mixture of Modes Approach for Approximate Inference and Learning in Nonlinear State Space Models.,0,1998,europe,False
115803,nips,NIPS,LMU Munich,Volker Tresp,2,0,7,407,Robust Neural Network Regression for Offline and Online Learning.,0,1999,europe,False
115804,kdd,KDD,LMU Munich,Volker Tresp,1,0,10,130,The generalized Bayesian committee machine.,0,2000,europe,False
115805,nips,NIPS,LMU Munich,Volker Tresp,1,0,7,654,Mixtures of Gaussian Processes.,0,2000,europe,False
115806,nips,NIPS,LMU Munich,Volker Tresp,5,0,8,1409,The RA Scanner: Prediction of Rheumatoid Joint Inflammation Based on Laser Imaging.,0,2002,europe,False
115807,nips,NIPS,LMU Munich,Volker Tresp,2,0,8,953,Transductive and Inductive Methods for Approximate Gaussian Process Regression.,0,2002,europe,False
115808,nips,NIPS,LMU Munich,Volker Tresp,4,0,8,579,GPPS: A Gaussian Process Positioning System for Cellular Networks.,0,2003,europe,False
115809,nips,NIPS,LMU Munich,Volker Tresp,3,0,8,1209,Learning Gaussian Process Kernels via Hierarchical Bayes.,0,2004,europe,False
115811,cvpr,CVPR (2),LMU Munich,Volker Tresp,3,0,6,597,Multi-Output Regularized Projection.,0,2005,europe,False
115813,icml,ICML,LMU Munich,Volker Tresp,3,0,8,1012,Learning Gaussian processes from multiple tasks.,0,2005,europe,False
115814,nips,NIPS,LMU Munich,Volker Tresp,3,0,8,1553,Soft Clustering on Graphs.,0,2005,europe,False
115819,nips,NIPS,LMU Munich,Volker Tresp,5,0,8,1553,Stochastic Relational Models for Discriminative Link Prediction.,0,2006,europe,False
115820,icml,ICML,LMU Munich,Volker Tresp,3,0,8,1103,Robust multi-task learning with -processes.,0,2007,europe,False
115825,nips,NIPS,LMU Munich,Volker Tresp,3,0,9,1179,Reducing the Rank in Relational Factorization Models by Including Observable Patterns.,0,2014,europe,False
115826,icml,ICML,LMU Munich,Volker Tresp,3,0,10,3891,Tensor-Train Recurrent Neural Networks for Video Classification.,0,2017,europe,False
4591,acl,ACL/IJCNLP,TU Munich,Alois Knoll,3,0,9,879,Comparing Objective and Subjective Measures of Usability in a Human-Robot Dialogue System.,0,2009,europe,False
4592,ijcai,IJCAI,TU Munich,Alois Knoll,6,0,6,1818,Evaluating Description and Reference Strategies in a Cooperative Human-Robot Dialogue System.,0,2009,europe,False
4612,iccv,ICCV,TU Munich,Alois Knoll,4,0,8,2360,PM-Huber: PatchMatch with Huber Regularization for Stereo Matching.,0,2013,europe,False
4624,iccv,ICCV,TU Munich,Alois Knoll,4,0,9,882,Variational PatchMatch MultiView Reconstruction and Refinement.,0,2015,europe,False
13042,iccv,ICCV,TU Munich,Bjoern H. Menze,7,0,10,4705,Efficient Algorithms for Moral Lineage Tracing.,0,2017,europe,False
15745,eccv,ECCV (1),TU Munich,Carsten Steger,1,0,12,630,Extracting Curvilinear Structures: A Differential Geometric Approach.,0,1996,europe,False
15746,cvpr,CVPR,TU Munich,Carsten Steger,1,0,7,116,Removing the bias from line detection.,0,1997,europe,False
15747,iccv,ICCV,TU Munich,Carsten Steger,1,0,7,884,Subpixel-Precise Extraction of Watersheds.,0,1999,europe,False
19606,aaai,AAAI,TU Munich,Claudia Eckert,2,0,-1,-1,Lazy Gaussian Process Committee for Real-Time Online Regression.,0,2013,europe,False
19609,icml,ICML,TU Munich,Claudia Eckert,6,0,10,1689,Is Feature Selection Secure against Training Data Poisoning?,0,2015,europe,False
21737,eccv,ECCV (2),TU Munich,Daniel Cremers,3,0,16,93,Nonlinear Shape Statistics in Mumford-Shah Based Segmentation.,0,2002,europe,False
21738,cvpr,CVPR (1),TU Munich,Daniel Cremers,1,0,6,53,A Variational Framework for Image Segmentation Combining Motion Estimation and Shape Regularization.,0,2003,europe,False
21739,iccv,ICCV,TU Munich,Daniel Cremers,4,0,7,1236,Dynamic Texture Segmentation.,0,2003,europe,False
21740,iccv,ICCV,TU Munich,Daniel Cremers,2,0,8,886,Variational Space-Time Motion Segmentation.,0,2003,europe,False
21741,cvpr,CVPR (1),TU Munich,Daniel Cremers,4,0,7,36,Shedding Light on Stereoscopic Segmentation.,0,2004,europe,False
21742,eccv,ECCV (4),TU Munich,Daniel Cremers,3,0,13,74,Multiphase Dynamic Labeling for Variational Recognition-Driven Image Segmentation.,0,2004,europe,False
21743,cvpr,CVPR (2),TU Munich,Daniel Cremers,3,0,7,1777,Nonparametric Priors on the Space of Joint Intensity Distributions for Non-Rigid Multi-Modal Image Registration.,0,2006,europe,False
21744,eccv,ECCV (2),TU Munich,Daniel Cremers,4,0,14,98,High Accuracy Optical Flow Serves 3-D Pose Tracking: Exploiting Contour and Flow Based Constraints.,0,2006,europe,False
21745,eccv,ECCV (3),TU Munich,Daniel Cremers,4,0,14,409,An Integral Solution to Surface Evolution PDEs Via Geo-cuts.,0,2006,europe,False
21746,eccv,ECCV (3),TU Munich,Daniel Cremers,2,0,12,263,Statistical Priors for Efficient Combinatorial Optimization Via Graph Cuts.,0,2006,europe,False
21747,cvpr,CVPR,TU Munich,Daniel Cremers,1,0,-1,-1,Nonlinear Dynamical Shape Priors for Level Set Segmentation.,0,2007,europe,False
21748,iccv,ICCV,TU Munich,Daniel Cremers,3,0,6,1,Fast Matching of Planar Shapes in Sub-cubic Runtime.,0,2007,europe,False
21749,iccv,ICCV,TU Munich,Daniel Cremers,2,0,6,1,Globally Optimal Image Segmentation with an Elastic Shape Prior.,0,2007,europe,False
21750,iccv,ICCV,TU Munich,Daniel Cremers,2,0,6,1,Introducing Curvature into Globally Optimal Image Segmentation: Minimum Ratio Cycles on Product Graphs.,0,2007,europe,False
21751,cvpr,CVPR,TU Munich,Daniel Cremers,2,0,-1,-1,Globally optimal shape-based tracking in real-time.,0,2008,europe,False
21752,cvpr,CVPR,TU Munich,Daniel Cremers,2,0,-1,-1,High resolution motion layer decomposition using dual-space graph cuts.,0,2008,europe,False
21753,cvpr,CVPR,TU Munich,Daniel Cremers,6,0,-1,-1,Markerless motion capture of man-machine interaction.,0,2008,europe,False
21754,cvpr,CVPR,TU Munich,Daniel Cremers,2,0,-1,-1,Matching non-rigidly deformable shapes across images: A globally optimal solution.,0,2008,europe,False
21755,cvpr,CVPR,TU Munich,Daniel Cremers,3,0,-1,-1,"Shape priors in variational image segmentation: Convexity, Lipschitz continuity and globally optimal solutions.",0,2008,europe,False
21756,eccv,ECCV (1),TU Munich,Daniel Cremers,5,0,14,332,An Experimental Comparison of Discrete and Continuous Shape Optimization Methods.,0,2008,europe,False
21757,eccv,ECCV (1),TU Munich,Daniel Cremers,6,0,13,739,Efficient Dense Scene Flow from Sparse or Dense Stereo Data.,0,2008,europe,False
21758,eccv,ECCV (1),TU Munich,Daniel Cremers,2,0,14,752,Integration of Multiview Stereo and Silhouettes Via Convex Functionals on Convex Domains.,0,2008,europe,False
21759,eccv,ECCV (3),TU Munich,Daniel Cremers,5,0,14,792,A Convex Formulation of Continuous Multi-label Problems.,0,2008,europe,False
21760,eccv,ECCV (4),TU Munich,Daniel Cremers,4,0,14,677,Continuous Energy Minimization Via Repeated Binary Fusion.,0,2008,europe,False
21761,cvpr,CVPR,TU Munich,Daniel Cremers,4,0,8,810,A convex relaxation approach for computing minimal partitions.,0,2009,europe,False
21762,cvpr,CVPR,TU Munich,Daniel Cremers,2,0,7,1858,Continuous ratio optimization via convex relaxation with applications to multiview 3D reconstruction.,0,2009,europe,False
21763,cvpr,CVPR,TU Munich,Daniel Cremers,3,0,6,351,Efficient planar graph cuts with applications in Computer Vision.,0,2009,europe,False
21764,iccv,ICCV,TU Munich,Daniel Cremers,4,0,8,1133,An algorithm for minimizing the Mumford-Shah functional.,0,2009,europe,False
21765,iccv,ICCV,TU Munich,Daniel Cremers,3,0,6,717,Beyond connecting the dots: A polynomial-time algorithm for segmentation and boundary estimation with imprecise user input.,0,2009,europe,False
21766,iccv,ICCV,TU Munich,Daniel Cremers,3,0,7,17,Curvature regularity for region-based image segmentation and inpainting: A linear programming relaxation.,0,2009,europe,False
